Domain Code;Area Code;Element Code;Item Code;Year Code;Unit;Value;Flag
QC;2;5312;156;1961;ha;1800;F
QC;2;5312;156;1962;ha;1800;F
QC;2;5312;156;1963;ha;1800;F
QC;2;5312;156;1964;ha;1800;F
QC;2;5312;156;1965;ha;2000;F
QC;2;5312;156;1966;ha;2000;
QC;2;5312;156;1967;ha;2000;
QC;2;5312;156;1968;ha;2000;
QC;2;5312;156;1969;ha;2500;
QC;2;5312;156;1970;ha;2500;
QC;2;5312;156;1971;ha;2500;
QC;2;5312;156;1972;ha;2000;F
QC;2;5312;156;1973;ha;4000;
QC;2;5312;156;1974;ha;4000;
QC;2;5312;156;1975;ha;4000;
QC;2;5312;156;1976;ha;3500;
QC;2;5312;156;1977;ha;4000;
QC;2;5312;156;1978;ha;4000;
QC;2;5312;156;1979;ha;3700;
QC;2;5312;156;1980;ha;3700;
QC;2;5312;156;1981;ha;3700;
QC;2;5312;156;1982;ha;3300;*
QC;2;5312;156;1983;ha;3200;*
QC;2;5312;156;1984;ha;3100;*
QC;2;5312;156;1985;ha;3000;*
QC;2;5312;156;1986;ha;3000;*
QC;2;5312;156;1987;ha;3000;F
QC;2;5312;156;1988;ha;3000;*
QC;2;5312;156;1989;ha;3000;*
QC;2;5312;156;1990;ha;2900;
QC;2;5312;156;1991;ha;2000;
QC;2;5312;156;1992;ha;2000;F
QC;2;5312;156;1993;ha;2000;F
QC;2;5312;156;1994;ha;2000;F
QC;2;5312;156;1995;ha;2000;F
QC;2;5312;156;1996;ha;2000;F
QC;2;5312;156;1997;ha;2000;F
QC;2;5312;156;1998;ha;2000;F
QC;2;5312;156;1999;ha;2000;F
QC;2;5312;156;2000;ha;2000;F
QC;2;5312;156;2001;ha;2000;F
QC;2;5312;156;2002;ha;2000;F
QC;2;5312;156;2003;ha;3300;
QC;2;5312;156;2004;ha;3000;
QC;2;5312;156;2005;ha;2000;
QC;2;5312;156;2006;ha;3700;
QC;2;5312;156;2007;ha;3700;
QC;2;5312;156;2008;ha;3000;F
QC;2;5312;156;2009;ha;3080;
QC;2;5312;156;2010;ha;3100;
QC;2;5312;156;2011;ha;3082;
QC;2;5312;156;2012;ha;3100;
QC;2;5312;156;2013;ha;3210;
QC;2;5312;156;2014;ha;3210;
QC;2;5312;156;2015;ha;3210;
QC;2;5312;156;2016;ha;1333;
QC;2;5312;156;2017;ha;1145;
QC;2;5312;156;2018;ha;1766;
QC;2;5312;156;2019;ha;1653;
QC;2;5419;156;1961;hg/ha;250000;Fc
QC;2;5419;156;1962;hg/ha;250000;Fc
QC;2;5419;156;1963;hg/ha;250000;Fc
QC;2;5419;156;1964;hg/ha;250000;Fc
QC;2;5419;156;1965;hg/ha;255000;Fc
QC;2;5419;156;1966;hg/ha;255000;Fc
QC;2;5419;156;1967;hg/ha;285000;Fc
QC;2;5419;156;1968;hg/ha;285000;Fc
QC;2;5419;156;1969;hg/ha;240000;Fc
QC;2;5419;156;1970;hg/ha;220000;Fc
QC;2;5419;156;1971;hg/ha;200000;Fc
QC;2;5419;156;1972;hg/ha;175000;Fc
QC;2;5419;156;1973;hg/ha;145000;Fc
QC;2;5419;156;1974;hg/ha;129000;Fc
QC;2;5419;156;1975;hg/ha;150000;Fc
QC;2;5419;156;1976;hg/ha;194571;Fc
QC;2;5419;156;1977;hg/ha;160000;Fc
QC;2;5419;156;1978;hg/ha;160000;Fc
QC;2;5419;156;1979;hg/ha;172973;Fc
QC;2;5419;156;1980;hg/ha;189189;Fc
QC;2;5419;156;1981;hg/ha;189189;Fc
QC;2;5419;156;1982;hg/ha;190909;Fc
QC;2;5419;156;1983;hg/ha;193750;Fc
QC;2;5419;156;1984;hg/ha;193548;Fc
QC;2;5419;156;1985;hg/ha;193333;Fc
QC;2;5419;156;1986;hg/ha;200000;Fc
QC;2;5419;156;1987;hg/ha;200000;Fc
QC;2;5419;156;1988;hg/ha;206667;Fc
QC;2;5419;156;1989;hg/ha;200000;Fc
QC;2;5419;156;1990;hg/ha;189655;Fc
QC;2;5419;156;1991;hg/ha;190000;Fc
QC;2;5419;156;1992;hg/ha;190000;Fc
QC;2;5419;156;1993;hg/ha;190000;Fc
QC;2;5419;156;1994;hg/ha;190000;Fc
QC;2;5419;156;1995;hg/ha;190000;Fc
QC;2;5419;156;1996;hg/ha;190000;Fc
QC;2;5419;156;1997;hg/ha;190000;Fc
QC;2;5419;156;1998;hg/ha;190000;Fc
QC;2;5419;156;1999;hg/ha;190000;Fc
QC;2;5419;156;2000;hg/ha;190000;Fc
QC;2;5419;156;2001;hg/ha;190000;Fc
QC;2;5419;156;2002;hg/ha;190000;Fc
QC;2;5419;156;2003;hg/ha;181818;Fc
QC;2;5419;156;2004;hg/ha;200000;Fc
QC;2;5419;156;2005;hg/ha;190000;Fc
QC;2;5419;156;2006;hg/ha;189189;Fc
QC;2;5419;156;2007;hg/ha;200000;Fc
QC;2;5419;156;2008;hg/ha;209867;Fc
QC;2;5419;156;2009;hg/ha;400000;Fc
QC;2;5419;156;2010;hg/ha;298065;Fc
QC;2;5419;156;2011;hg/ha;300000;Fc
QC;2;5419;156;2012;hg/ha;250000;Fc
QC;2;5419;156;2013;hg/ha;280000;Fc
QC;2;5419;156;2014;hg/ha;233900;Fc
QC;2;5419;156;2015;hg/ha;144717;Fc
QC;2;5419;156;2016;hg/ha;130263;Fc
QC;2;5419;156;2017;hg/ha;294541;Fc
QC;2;5419;156;2018;hg/ha;143947;Fc
QC;2;5419;156;2019;hg/ha;221041;Fc
QC;2;5510;156;1961;tonnes;45000;
QC;2;5510;156;1962;tonnes;45000;
QC;2;5510;156;1963;tonnes;45000;
QC;2;5510;156;1964;tonnes;45000;
QC;2;5510;156;1965;tonnes;51000;
QC;2;5510;156;1966;tonnes;51000;
QC;2;5510;156;1967;tonnes;57000;
QC;2;5510;156;1968;tonnes;57000;
QC;2;5510;156;1969;tonnes;60000;
QC;2;5510;156;1970;tonnes;55000;
QC;2;5510;156;1971;tonnes;50000;
QC;2;5510;156;1972;tonnes;35000;F
QC;2;5510;156;1973;tonnes;58000;
QC;2;5510;156;1974;tonnes;51600;
QC;2;5510;156;1975;tonnes;60000;
QC;2;5510;156;1976;tonnes;68100;
QC;2;5510;156;1977;tonnes;64000;
QC;2;5510;156;1978;tonnes;64000;
QC;2;5510;156;1979;tonnes;64000;
QC;2;5510;156;1980;tonnes;70000;
QC;2;5510;156;1981;tonnes;70000;
QC;2;5510;156;1982;tonnes;63000;*
QC;2;5510;156;1983;tonnes;62000;*
QC;2;5510;156;1984;tonnes;60000;*
QC;2;5510;156;1985;tonnes;58000;*
QC;2;5510;156;1986;tonnes;60000;*
QC;2;5510;156;1987;tonnes;60000;F
QC;2;5510;156;1988;tonnes;62000;*
QC;2;5510;156;1989;tonnes;60000;*
QC;2;5510;156;1990;tonnes;55000;
QC;2;5510;156;1991;tonnes;38000;
QC;2;5510;156;1992;tonnes;38000;F
QC;2;5510;156;1993;tonnes;38000;F
QC;2;5510;156;1994;tonnes;38000;F
QC;2;5510;156;1995;tonnes;38000;F
QC;2;5510;156;1996;tonnes;38000;F
QC;2;5510;156;1997;tonnes;38000;F
QC;2;5510;156;1998;tonnes;38000;F
QC;2;5510;156;1999;tonnes;38000;F
QC;2;5510;156;2000;tonnes;38000;F
QC;2;5510;156;2001;tonnes;38000;F
QC;2;5510;156;2002;tonnes;38000;F
QC;2;5510;156;2003;tonnes;60000;F
QC;2;5510;156;2004;tonnes;60000;
QC;2;5510;156;2005;tonnes;38000;
QC;2;5510;156;2006;tonnes;70000;
QC;2;5510;156;2007;tonnes;74000;F
QC;2;5510;156;2008;tonnes;62960;
QC;2;5510;156;2009;tonnes;123200;
QC;2;5510;156;2010;tonnes;92400;
QC;2;5510;156;2011;tonnes;92460;
QC;2;5510;156;2012;tonnes;77500;
QC;2;5510;156;2013;tonnes;89880;
QC;2;5510;156;2014;tonnes;75082;
QC;2;5510;156;2015;tonnes;46454;
QC;2;5510;156;2016;tonnes;17364;
QC;2;5510;156;2017;tonnes;33725;
QC;2;5510;156;2018;tonnes;25421;
QC;2;5510;156;2019;tonnes;36538;
QC;3;5312;388;1961;ha;2500;F
QC;3;5312;388;1962;ha;2500;F
QC;3;5312;388;1963;ha;2500;F
QC;3;5312;388;1964;ha;2500;F
QC;3;5312;388;1965;ha;2500;F
QC;3;5312;388;1966;ha;2800;F
QC;3;5312;388;1967;ha;2800;F
QC;3;5312;388;1968;ha;2800;F
QC;3;5312;388;1969;ha;3000;F
QC;3;5312;388;1970;ha;3000;F
QC;3;5312;388;1971;ha;3000;F
QC;3;5312;388;1972;ha;3000;F
QC;3;5312;388;1973;ha;3000;F
QC;3;5312;388;1974;ha;3000;F
QC;3;5312;388;1975;ha;3000;F
QC;3;5312;388;1976;ha;3500;F
QC;3;5312;388;1977;ha;3500;F
QC;3;5312;388;1978;ha;3500;F
QC;3;5312;388;1979;ha;3500;F
QC;3;5312;388;1980;ha;3500;F
QC;3;5312;388;1981;ha;3800;F
QC;3;5312;388;1982;ha;3800;F
QC;3;5312;388;1983;ha;3800;F
QC;3;5312;388;1984;ha;3800;F
QC;3;5312;388;1985;ha;3900;F
QC;3;5312;388;1986;ha;3900;F
QC;3;5312;388;1987;ha;4000;F
QC;3;5312;388;1988;ha;4000;F
QC;3;5312;388;1989;ha;4100;F
QC;3;5312;388;1990;ha;3150;F
QC;3;5312;388;1991;ha;3500;F
QC;3;5312;388;1992;ha;5500;F
QC;3;5312;388;1993;ha;4900;F
QC;3;5312;388;1994;ha;5535;
QC;3;5312;388;1995;ha;6200;
QC;3;5312;388;1996;ha;5600;
QC;3;5312;388;1997;ha;5100;
QC;3;5312;388;1998;ha;5200;
QC;3;5312;388;1999;ha;5300;
QC;3;5312;388;2000;ha;5400;
QC;3;5312;388;2001;ha;6400;
QC;3;5312;388;2002;ha;6100;
QC;3;5312;388;2003;ha;5500;
QC;3;5312;388;2004;ha;5700;
QC;3;5312;388;2005;ha;6200;
QC;3;5312;388;2006;ha;7385;
QC;3;5312;388;2007;ha;6500;*
QC;3;5312;388;2008;ha;5050;
QC;3;5312;388;2009;ha;5068;
QC;3;5312;388;2010;ha;6161;
QC;3;5312;388;2011;ha;6100;
QC;3;5312;388;2012;ha;6500;
QC;3;5312;388;2013;ha;6280;
QC;3;5312;388;2014;ha;6297;
QC;3;5312;388;2015;ha;6244;
QC;3;5312;388;2016;ha;6465;
QC;3;5312;388;2017;ha;6464;
QC;3;5312;388;2018;ha;6587;
QC;3;5312;388;2019;ha;6663;
QC;3;5419;388;1961;hg/ha;120000;Fc
QC;3;5419;388;1962;hg/ha;120000;Fc
QC;3;5419;388;1963;hg/ha;124000;Fc
QC;3;5419;388;1964;hg/ha;128000;Fc
QC;3;5419;388;1965;hg/ha;128000;Fc
QC;3;5419;388;1966;hg/ha;125000;Fc
QC;3;5419;388;1967;hg/ha;132143;Fc
QC;3;5419;388;1968;hg/ha;128571;Fc
QC;3;5419;388;1969;hg/ha;120000;Fc
QC;3;5419;388;1970;hg/ha;123333;Fc
QC;3;5419;388;1971;hg/ha;126667;Fc
QC;3;5419;388;1972;hg/ha;126667;Fc
QC;3;5419;388;1973;hg/ha;133333;Fc
QC;3;5419;388;1974;hg/ha;130000;Fc
QC;3;5419;388;1975;hg/ha;133333;Fc
QC;3;5419;388;1976;hg/ha;117143;Fc
QC;3;5419;388;1977;hg/ha;120000;Fc
QC;3;5419;388;1978;hg/ha;125714;Fc
QC;3;5419;388;1979;hg/ha;120000;Fc
QC;3;5419;388;1980;hg/ha;122857;Fc
QC;3;5419;388;1981;hg/ha;118421;Fc
QC;3;5419;388;1982;hg/ha;121053;Fc
QC;3;5419;388;1983;hg/ha;122368;Fc
QC;3;5419;388;1984;hg/ha;123684;Fc
QC;3;5419;388;1985;hg/ha;120513;Fc
QC;3;5419;388;1986;hg/ha;120513;Fc
QC;3;5419;388;1987;hg/ha;119500;Fc
QC;3;5419;388;1988;hg/ha;120000;Fc
QC;3;5419;388;1989;hg/ha;143902;Fc
QC;3;5419;388;1990;hg/ha;190476;Fc
QC;3;5419;388;1991;hg/ha;182857;Fc
QC;3;5419;388;1992;hg/ha;200000;Fc
QC;3;5419;388;1993;hg/ha;216404;Fc
QC;3;5419;388;1994;hg/ha;229449;Fc
QC;3;5419;388;1995;hg/ha;241935;Fc
QC;3;5419;388;1996;hg/ha;321429;Fc
QC;3;5419;388;1997;hg/ha;294118;Fc
QC;3;5419;388;1998;hg/ha;300000;Fc
QC;3;5419;388;1999;hg/ha;301887;Fc
QC;3;5419;388;2000;hg/ha;300000;Fc
QC;3;5419;388;2001;hg/ha;267023;Fc
QC;3;5419;388;2002;hg/ha;265574;Fc
QC;3;5419;388;2003;hg/ha;274545;Fc
QC;3;5419;388;2004;hg/ha;266667;Fc
QC;3;5419;388;2005;hg/ha;245161;Fc
QC;3;5419;388;2006;hg/ha;223227;Fc
QC;3;5419;388;2007;hg/ha;246154;Fc
QC;3;5419;388;2008;hg/ha;321782;Fc
QC;3;5419;388;2009;hg/ha;320395;Fc
QC;3;5419;388;2010;hg/ha;323459;Fc
QC;3;5419;388;2011;hg/ha;327869;Fc
QC;3;5419;388;2012;hg/ha;315385;Fc
QC;3;5419;388;2013;hg/ha;360223;Fc
QC;3;5419;388;2014;hg/ha;371844;Fc
QC;3;5419;388;2015;hg/ha;410823;Fc
QC;3;5419;388;2016;hg/ha;440142;Fc
QC;3;5419;388;2017;hg/ha;443705;Fc
QC;3;5419;388;2018;hg/ha;438175;Fc
QC;3;5419;388;2019;hg/ha;449751;Fc
QC;3;5510;388;1961;tonnes;30000;F
QC;3;5510;388;1962;tonnes;30000;F
QC;3;5510;388;1963;tonnes;31000;F
QC;3;5510;388;1964;tonnes;32000;F
QC;3;5510;388;1965;tonnes;32000;F
QC;3;5510;388;1966;tonnes;35000;F
QC;3;5510;388;1967;tonnes;37000;F
QC;3;5510;388;1968;tonnes;36000;F
QC;3;5510;388;1969;tonnes;36000;F
QC;3;5510;388;1970;tonnes;37000;*
QC;3;5510;388;1971;tonnes;38000;F
QC;3;5510;388;1972;tonnes;38000;F
QC;3;5510;388;1973;tonnes;40000;F
QC;3;5510;388;1974;tonnes;39000;F
QC;3;5510;388;1975;tonnes;40000;F
QC;3;5510;388;1976;tonnes;41000;F
QC;3;5510;388;1977;tonnes;42000;F
QC;3;5510;388;1978;tonnes;44000;F
QC;3;5510;388;1979;tonnes;42000;F
QC;3;5510;388;1980;tonnes;43000;*
QC;3;5510;388;1981;tonnes;45000;F
QC;3;5510;388;1982;tonnes;46000;F
QC;3;5510;388;1983;tonnes;46500;*
QC;3;5510;388;1984;tonnes;47000;F
QC;3;5510;388;1985;tonnes;47000;F
QC;3;5510;388;1986;tonnes;47000;*
QC;3;5510;388;1987;tonnes;47800;*
QC;3;5510;388;1988;tonnes;48000;*
QC;3;5510;388;1989;tonnes;59000;*
QC;3;5510;388;1990;tonnes;60000;*
QC;3;5510;388;1991;tonnes;64000;*
QC;3;5510;388;1992;tonnes;110000;F
QC;3;5510;388;1993;tonnes;106038;Im
QC;3;5510;388;1994;tonnes;127000;
QC;3;5510;388;1995;tonnes;150000;
QC;3;5510;388;1996;tonnes;180000;
QC;3;5510;388;1997;tonnes;150000;
QC;3;5510;388;1998;tonnes;156000;
QC;3;5510;388;1999;tonnes;160000;
QC;3;5510;388;2000;tonnes;162000;
QC;3;5510;388;2001;tonnes;170895;
QC;3;5510;388;2002;tonnes;162000;
QC;3;5510;388;2003;tonnes;151000;
QC;3;5510;388;2004;tonnes;152000;
QC;3;5510;388;2005;tonnes;152000;
QC;3;5510;388;2006;tonnes;164853;
QC;3;5510;388;2007;tonnes;160000;
QC;3;5510;388;2008;tonnes;162500;
QC;3;5510;388;2009;tonnes;162376;
QC;3;5510;388;2010;tonnes;199283;
QC;3;5510;388;2011;tonnes;200000;
QC;3;5510;388;2012;tonnes;205000;
QC;3;5510;388;2013;tonnes;226220;
QC;3;5510;388;2014;tonnes;234150;
QC;3;5510;388;2015;tonnes;256518;
QC;3;5510;388;2016;tonnes;284552;
QC;3;5510;388;2017;tonnes;286811;
QC;3;5510;388;2018;tonnes;288626;
QC;3;5510;388;2019;tonnes;299669;
QC;4;5312;486;1961;ha;;M
QC;4;5312;486;1962;ha;;M
QC;4;5312;486;1963;ha;;M
QC;4;5312;486;1964;ha;;M
QC;4;5312;486;1965;ha;;M
QC;4;5312;486;1966;ha;;M
QC;4;5312;486;1967;ha;;M
QC;4;5312;486;1968;ha;;M
QC;4;5312;486;1969;ha;;M
QC;4;5312;486;1970;ha;;M
QC;4;5312;486;1971;ha;;M
QC;4;5312;486;1972;ha;;M
QC;4;5312;486;1973;ha;;M
QC;4;5312;486;1974;ha;;M
QC;4;5312;486;1975;ha;;M
QC;4;5312;486;1976;ha;;M
QC;4;5312;486;1977;ha;;M
QC;4;5312;486;1978;ha;;M
QC;4;5312;486;1979;ha;;M
QC;4;5312;486;1980;ha;;M
QC;4;5312;486;1981;ha;;M
QC;4;5312;486;1982;ha;;M
QC;4;5312;486;1983;ha;;M
QC;4;5312;486;1984;ha;;M
QC;4;5312;486;1985;ha;;M
QC;4;5312;486;1986;ha;;M
QC;4;5312;486;1987;ha;;M
QC;4;5312;486;1988;ha;;M
QC;4;5312;486;1989;ha;;M
QC;4;5312;486;1990;ha;;M
QC;4;5312;486;1991;ha;;M
QC;4;5312;486;1992;ha;;M
QC;4;5312;486;1993;ha;;M
QC;4;5312;486;1994;ha;;M
QC;4;5312;486;1995;ha;;M
QC;4;5312;486;1996;ha;;M
QC;4;5312;486;1997;ha;;M
QC;4;5312;486;1998;ha;;M
QC;4;5312;486;1999;ha;;M
QC;4;5312;486;2000;ha;49;
QC;4;5312;486;2001;ha;47;
QC;4;5312;486;2002;ha;44;
QC;4;5312;486;2003;ha;21;
QC;4;5312;486;2004;ha;14;
QC;4;5312;486;2005;ha;12;
QC;4;5312;486;2006;ha;1;
QC;4;5312;486;2007;ha;1;F
QC;4;5312;486;2008;ha;10;F
QC;4;5312;486;2009;ha;11;Im
QC;4;5312;486;2010;ha;12;Im
QC;4;5312;486;2011;ha;12;Im
QC;4;5312;486;2012;ha;13;F
QC;4;5312;486;2013;ha;13;F
QC;4;5312;486;2014;ha;12;Im
QC;4;5312;486;2015;ha;7;Im
QC;4;5312;486;2016;ha;7;Im
QC;4;5312;486;2017;ha;7;Im
QC;4;5312;486;2018;ha;7;Im
QC;4;5312;486;2019;ha;7;Im
QC;4;5419;486;2000;hg/ha;281224;Fc
QC;4;5419;486;2001;hg/ha;340000;Fc
QC;4;5419;486;2002;hg/ha;351818;Fc
QC;4;5419;486;2003;hg/ha;309524;Fc
QC;4;5419;486;2004;hg/ha;267143;Fc
QC;4;5419;486;2005;hg/ha;231667;Fc
QC;4;5419;486;2006;hg/ha;110000;Fc
QC;4;5419;486;2007;hg/ha;110000;Fc
QC;4;5419;486;2008;hg/ha;92000;Fc
QC;4;5419;486;2009;hg/ha;151818;Fc
QC;4;5419;486;2010;hg/ha;189167;Fc
QC;4;5419;486;2011;hg/ha;230833;Fc
QC;4;5419;486;2012;hg/ha;257692;Fc
QC;4;5419;486;2013;hg/ha;257692;Fc
QC;4;5419;486;2014;hg/ha;254167;Fc
QC;4;5419;486;2015;hg/ha;221429;Fc
QC;4;5419;486;2016;hg/ha;227143;Fc
QC;4;5419;486;2017;hg/ha;227143;Fc
QC;4;5419;486;2018;hg/ha;227143;Fc
QC;4;5419;486;2019;hg/ha;227143;Fc
QC;4;5510;486;1961;tonnes;;M
QC;4;5510;486;1962;tonnes;;M
QC;4;5510;486;1963;tonnes;;M
QC;4;5510;486;1964;tonnes;;M
QC;4;5510;486;1965;tonnes;;M
QC;4;5510;486;1966;tonnes;;M
QC;4;5510;486;1967;tonnes;;M
QC;4;5510;486;1968;tonnes;;M
QC;4;5510;486;1969;tonnes;;M
QC;4;5510;486;1970;tonnes;;M
QC;4;5510;486;1971;tonnes;;M
QC;4;5510;486;1972;tonnes;;M
QC;4;5510;486;1973;tonnes;;M
QC;4;5510;486;1974;tonnes;;M
QC;4;5510;486;1975;tonnes;;M
QC;4;5510;486;1976;tonnes;;M
QC;4;5510;486;1977;tonnes;;M
QC;4;5510;486;1978;tonnes;;M
QC;4;5510;486;1979;tonnes;;M
QC;4;5510;486;1980;tonnes;;M
QC;4;5510;486;1981;tonnes;;M
QC;4;5510;486;1982;tonnes;;M
QC;4;5510;486;1983;tonnes;;M
QC;4;5510;486;1984;tonnes;;M
QC;4;5510;486;1985;tonnes;;M
QC;4;5510;486;1986;tonnes;;M
QC;4;5510;486;1987;tonnes;;M
QC;4;5510;486;1988;tonnes;;M
QC;4;5510;486;1989;tonnes;;M
QC;4;5510;486;1990;tonnes;;M
QC;4;5510;486;1991;tonnes;;M
QC;4;5510;486;1992;tonnes;;M
QC;4;5510;486;1993;tonnes;;M
QC;4;5510;486;1994;tonnes;;M
QC;4;5510;486;1995;tonnes;;M
QC;4;5510;486;1996;tonnes;;M
QC;4;5510;486;1997;tonnes;;M
QC;4;5510;486;1998;tonnes;;M
QC;4;5510;486;1999;tonnes;;M
QC;4;5510;486;2000;tonnes;1378;
QC;4;5510;486;2001;tonnes;1598;
QC;4;5510;486;2002;tonnes;1548;
QC;4;5510;486;2003;tonnes;650;Im
QC;4;5510;486;2004;tonnes;374;
QC;4;5510;486;2005;tonnes;278;
QC;4;5510;486;2006;tonnes;11;
QC;4;5510;486;2007;tonnes;11;
QC;4;5510;486;2008;tonnes;92;Im
QC;4;5510;486;2009;tonnes;167;Im
QC;4;5510;486;2010;tonnes;227;Im
QC;4;5510;486;2011;tonnes;277;Im
QC;4;5510;486;2012;tonnes;335;F
QC;4;5510;486;2013;tonnes;335;F
QC;4;5510;486;2014;tonnes;305;Im
QC;4;5510;486;2015;tonnes;155;Im
QC;4;5510;486;2016;tonnes;159;Im
QC;4;5510;486;2017;tonnes;159;Im
QC;4;5510;486;2018;tonnes;159;Im
QC;4;5510;486;2019;tonnes;159;Im
QC;4;5312;388;1961;ha;8490;
QC;4;5312;388;1962;ha;8000;F
QC;4;5312;388;1963;ha;8000;F
QC;4;5312;388;1964;ha;8260;
QC;4;5312;388;1965;ha;6940;
QC;4;5312;388;1966;ha;7380;
QC;4;5312;388;1967;ha;7600;
QC;4;5312;388;1968;ha;8370;
QC;4;5312;388;1969;ha;8320;
QC;4;5312;388;1970;ha;12500;
QC;4;5312;388;1971;ha;14810;
QC;4;5312;388;1972;ha;14760;
QC;4;5312;388;1973;ha;18760;
QC;4;5312;388;1974;ha;17100;
QC;4;5312;388;1975;ha;19560;
QC;4;5312;388;1976;ha;20310;
QC;4;5312;388;1977;ha;22760;
QC;4;5312;388;1978;ha;22370;
QC;4;5312;388;1979;ha;21200;
QC;4;5312;388;1980;ha;19020;
QC;4;5312;388;1981;ha;28760;
QC;4;5312;388;1982;ha;27670;
QC;4;5312;388;1983;ha;29750;
QC;4;5312;388;1984;ha;26520;
QC;4;5312;388;1985;ha;34000;
QC;4;5312;388;1986;ha;34850;
QC;4;5312;388;1987;ha;35100;
QC;4;5312;388;1988;ha;34870;
QC;4;5312;388;1989;ha;37760;
QC;4;5312;388;1990;ha;32000;
QC;4;5312;388;1991;ha;36950;
QC;4;5312;388;1992;ha;38430;
QC;4;5312;388;1993;ha;48420;
QC;4;5312;388;1994;ha;41520;
QC;4;5312;388;1995;ha;46690;
QC;4;5312;388;1996;ha;42020;
QC;4;5312;388;1997;ha;43330;
QC;4;5312;388;1998;ha;46170;
QC;4;5312;388;1999;ha;55210;
QC;4;5312;388;2000;ha;16710;
QC;4;5312;388;2001;ha;16760;
QC;4;5312;388;2002;ha;17820;
QC;4;5312;388;2003;ha;18650;
QC;4;5312;388;2004;ha;19432;
QC;4;5312;388;2005;ha;21089;
QC;4;5312;388;2006;ha;20436;
QC;4;5312;388;2007;ha;20079;
QC;4;5312;388;2008;ha;19655;
QC;4;5312;388;2009;ha;20789;
QC;4;5312;388;2010;ha;21358;
QC;4;5312;388;2011;ha;20575;
QC;4;5312;388;2012;ha;21542;
QC;4;5312;388;2013;ha;22497;
QC;4;5312;388;2014;ha;22646;
QC;4;5312;388;2015;ha;24065;
QC;4;5312;388;2016;ha;22556;
QC;4;5312;388;2017;ha;23977;
QC;4;5312;388;2018;ha;22323;
QC;4;5312;388;2019;ha;24996;
QC;4;5419;388;1961;hg/ha;164570;Fc
QC;4;5419;388;1962;hg/ha;175000;Fc
QC;4;5419;388;1963;hg/ha;175000;Fc
QC;4;5419;388;1964;hg/ha;136449;Fc
QC;4;5419;388;1965;hg/ha;122853;Fc
QC;4;5419;388;1966;hg/ha;111779;Fc
QC;4;5419;388;1967;hg/ha;90958;Fc
QC;4;5419;388;1968;hg/ha;100478;Fc
QC;4;5419;388;1969;hg/ha;111907;Fc
QC;4;5419;388;1970;hg/ha;94496;Fc
QC;4;5419;388;1971;hg/ha;80939;Fc
QC;4;5419;388;1972;hg/ha;92235;Fc
QC;4;5419;388;1973;hg/ha;92235;Fc
QC;4;5419;388;1974;hg/ha;95584;Fc
QC;4;5419;388;1975;hg/ha;113043;Fc
QC;4;5419;388;1976;hg/ha;88617;Fc
QC;4;5419;388;1977;hg/ha;81554;Fc
QC;4;5419;388;1978;hg/ha;80975;Fc
QC;4;5419;388;1979;hg/ha;85632;Fc
QC;4;5419;388;1980;hg/ha;146004;Fc
QC;4;5419;388;1981;hg/ha;105287;Fc
QC;4;5419;388;1982;hg/ha;89047;Fc
QC;4;5419;388;1983;hg/ha;84591;Fc
QC;4;5419;388;1984;hg/ha;100189;Fc
QC;4;5419;388;1985;hg/ha;102515;Fc
QC;4;5419;388;1986;hg/ha;135667;Fc
QC;4;5419;388;1987;hg/ha;130293;Fc
QC;4;5419;388;1988;hg/ha;126639;Fc
QC;4;5419;388;1989;hg/ha;135397;Fc
QC;4;5419;388;1990;hg/ha;125631;Fc
QC;4;5419;388;1991;hg/ha;144635;Fc
QC;4;5419;388;1992;hg/ha;155228;Fc
QC;4;5419;388;1993;hg/ha;171158;Fc
QC;4;5419;388;1994;hg/ha;167330;Fc
QC;4;5419;388;1995;hg/ha;183902;Fc
QC;4;5419;388;1996;hg/ha;171109;Fc
QC;4;5419;388;1997;hg/ha;158903;Fc
QC;4;5419;388;1998;hg/ha;162936;Fc
QC;4;5419;388;1999;hg/ha;172940;Fc
QC;4;5419;388;2000;hg/ha;204337;Fc
QC;4;5419;388;2001;hg/ha;222872;Fc
QC;4;5419;388;2002;hg/ha;225232;Fc
QC;4;5419;388;2003;hg/ha;245004;Fc
QC;4;5419;388;2004;hg/ha;263583;Fc
QC;4;5419;388;2005;hg/ha;243625;Fc
QC;4;5419;388;2006;hg/ha;268611;Fc
QC;4;5419;388;2007;hg/ha;282540;Fc
QC;4;5419;388;2008;hg/ha;284533;Fc
QC;4;5419;388;2009;hg/ha;308352;Fc
QC;4;5419;388;2010;hg/ha;336284;Fc
QC;4;5419;388;2011;hg/ha;375021;Fc
QC;4;5419;388;2012;hg/ha;369958;Fc
QC;4;5419;388;2013;hg/ha;433424;Fc
QC;4;5419;388;2014;hg/ha;470551;Fc
QC;4;5419;388;2015;hg/ha;483593;Fc
QC;4;5419;388;2016;hg/ha;567729;Fc
QC;4;5419;388;2017;hg/ha;536467;Fc
QC;4;5419;388;2018;hg/ha;586724;Fc
QC;4;5419;388;2019;hg/ha;591246;Fc
QC;4;5510;388;1961;tonnes;139720;
QC;4;5510;388;1962;tonnes;140000;
QC;4;5510;388;1963;tonnes;140000;
QC;4;5510;388;1964;tonnes;112707;
QC;4;5510;388;1965;tonnes;85260;
QC;4;5510;388;1966;tonnes;82493;
QC;4;5510;388;1967;tonnes;69128;
QC;4;5510;388;1968;tonnes;84100;
